SuperWEB2(tm)

"Household"
"Household size - 5 groups, collapsed, Type of accomodation, Household composition - 10 groups, collapsed and Household tenure - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Counting","Household size - 5 groups, collapsed","Type of accomodation","Household composition - 10 groups, collapsed","Household tenure - 5 groups, collapsed","Count",
"Households","One person","Whole house or bungalow: Detached","One person household: Aged 66 and over","Owned: Owned outright",61342
"Households","One person","Whole house or bungalow: Detached","One person household: Aged 66 and over","Owned: Owns with a mortgage or loan or shared ownership",3569
"Households","One person","Whole house or bungalow: Detached","One person household: Aged 66 and over","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",2365
"Households","One person","Whole house or bungalow: Detached","One person household: Aged 66 and over","Private rented",2643
"Households","One person","Whole house or bungalow: Detached","One person household: Aged 66 and over","Living rent free",2317
"Households","One person","Whole house or bungalow: Detached","One person household: Aged under 66","Owned: Owned outright",24222
"Households","One person","Whole house or bungalow: Detached","One person household: Aged under 66","Owned: Owns with a mortgage or loan or shared ownership",15443
"Households","One person","Whole house or bungalow: Detached","One person household: Aged under 66","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",3710
"Households","One person","Whole house or bungalow: Detached","One person household: Aged under 66","Private rented",5515
"Households","One person","Whole house or bungalow: Detached","One person household: Aged under 66","Living rent free",2053
"Households","One person","Whole house or bungalow: Detached","One family household: All aged 66 and over","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","One family household: All aged 66 and over","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","One family household: All aged 66 and over","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","One family household: All aged 66 and over","Private rented",0
"Households","One person","Whole house or bungalow: Detached","One family household: All aged 66 and over","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: No children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: No children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: No children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: No children","Private rented",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: No children","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: All children non-dependent","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: All children non-dependent","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: All children non-dependent","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: All children non-dependent","Private rented",0
"Households","One person","Whole house or bungalow: Detached","One family household: Couple family: All children non-dependent","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: All children non-dependent","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: All children non-dependent","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: All children non-dependent","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: All children non-dependent","Private rented",0
"Households","One person","Whole house or bungalow: Detached","One family household: Lone parent: All children non-dependent","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","Other household types: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","Other household types: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","Other household types: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","Other household types: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Detached","Other household types: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Detached","Other household types: Other (including all full-time students and all aged 66 and over)","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Detached","Other household types: Other (including all full-time students and all aged 66 and over)","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Detached","Other household types: Other (including all full-time students and all aged 66 and over)","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Detached","Other household types: Other (including all full-time students and all aged 66 and over)","Private rented",0
"Households","One person","Whole house or bungalow: Detached","Other household types: Other (including all full-time students and all aged 66 and over)","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged 66 and over","Owned: Owned outright",57162
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged 66 and over","Owned: Owns with a mortgage or loan or shared ownership",4526
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged 66 and over","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",17667
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged 66 and over","Private rented",3117
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged 66 and over","Living rent free",2585
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged under 66","Owned: Owned outright",26705
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged under 66","Owned: Owns with a mortgage or loan or shared ownership",27738
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged under 66","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",23601
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged under 66","Private rented",8728
"Households","One person","Whole house or bungalow: Semi-detached","One person household: Aged under 66","Living rent free",1594
"Households","One person","Whole house or bungalow: Semi-detached","One family household: All aged 66 and over","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: All aged 66 and over","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: All aged 66 and over","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: All aged 66 and over","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: All aged 66 and over","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: No children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: No children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: No children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: No children","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: No children","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: All children non-dependent","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: All children non-dependent","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: All children non-dependent","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: All children non-dependent","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Couple family: All children non-dependent","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: All children non-dependent","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: All children non-dependent","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: All children non-dependent","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: All children non-dependent","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","One family household: Lone parent: All children non-dependent","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: Other (including all full-time students and all aged 66 and over)","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: Other (including all full-time students and all aged 66 and over)","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: Other (including all full-time students and all aged 66 and over)","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: Other (including all full-time students and all aged 66 and over)","Private rented",0
"Households","One person","Whole house or bungalow: Semi-detached","Other household types: Other (including all full-time students and all aged 66 and over)","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged 66 and over","Owned: Owned outright",41277
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged 66 and over","Owned: Owns with a mortgage or loan or shared ownership",4081
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged 66 and over","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",20113
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged 66 and over","Private rented",2521
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged 66 and over","Living rent free",2024
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged under 66","Owned: Owned outright",21084
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged under 66","Owned: Owns with a mortgage or loan or shared ownership",27651
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged under 66","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",25628
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged under 66","Private rented",8194
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One person household: Aged under 66","Living rent free",1157
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: All aged 66 and over","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: All aged 66 and over","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: All aged 66 and over","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: All aged 66 and over","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: All aged 66 and over","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: No children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: No children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: No children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: No children","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: No children","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: All children non-dependent","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: All children non-dependent","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: All children non-dependent","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: All children non-dependent","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Couple family: All children non-dependent","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: All children non-dependent","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: All children non-dependent","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: All children non-dependent","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: All children non-dependent","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","One family household: Lone parent: All children non-dependent","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: With dependent children","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: With dependent children","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: With dependent children","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: With dependent children","Private rented",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: With dependent children","Living rent free",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: Other (including all full-time students and all aged 66 and over)","Owned: Owned outright",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: Other (including all full-time students and all aged 66 and over)","Owned: Owns with a mortgage or loan or shared ownership",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: Other (including all full-time students and all aged 66 and over)","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord",0
"Households","One person","Whole house or bungalow: Terraced (including end-terrace)","Other household types: Other (including all full-time students and all aged 66 and over)","Private rented",0
